country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Niger,NE,NER,562,Egg and/or flesh foods consumption (6-23months),2019,16.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Egg and/or flesh foods consumption (6-23months),2020,18.0,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Egg and/or flesh foods consumption (6-23months),2021,12.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Egg and/or flesh foods consumption (6-23months),2022,11.0,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Egg and/or flesh foods consumption (6-23months),2012,16.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Egg and/or flesh foods consumption (6-23months),2018,19.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Egg and/or flesh foods consumption (6-23months),2019,17.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Egg and/or flesh foods consumption (6-23months),2020,16.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Egg and/or flesh foods consumption (6-23months),2021,13.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Egg and/or flesh foods consumption (6-23months),2022,11.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Egg and/or flesh foods consumption (6-23months),2008,53.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Egg and/or flesh foods consumption (6-23months),2013,34.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Egg and/or flesh foods consumption (6-23months),2016,41.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Egg and/or flesh foods consumption (6-23months),2018,40.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Egg and/or flesh foods consumption (6-23months),2021,45.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Egg and/or flesh foods consumption (6-23months),2008,53.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Egg and/or flesh foods consumption (6-23months),2013,35.0,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Egg and/or flesh foods consumption (6-23months),2016,42.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Egg and/or flesh foods consumption (6-23months),2018,41.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Egg and/or flesh foods consumption (6-23months),2021,45.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Egg and/or flesh foods consumption (6-23months),2008,53.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Egg and/or flesh foods consumption (6-23months),2013,34.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Egg and/or flesh foods consumption (6-23months),2016,41.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Egg and/or flesh foods consumption (6-23months),2018,41.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Egg and/or flesh foods consumption (6-23months),2021,45.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Egg and/or flesh foods consumption (6-23months),2019,69.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Egg and/or flesh foods consumption (6-23months),2019,58.0,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Egg and/or flesh foods consumption (6-23months),2019,63.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Pakistan,PK,PAK,586,Egg and/or flesh foods consumption (6-23months),2013,33.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Pakistan,PK,PAK,586,Egg and/or flesh foods consumption (6-23months),2018,39.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Pakistan,PK,PAK,586,Egg and/or flesh foods consumption (6-23months),2013,35.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Pakistan,PK,PAK,586,Egg and/or flesh foods consumption (6-23months),2018,36.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Pakistan,PK,PAK,586,Egg and/or flesh foods consumption (6-23months),2013,34.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Pakistan,PK,PAK,586,Egg and/or flesh foods consumption (6-23months),2018,38.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Papua New Guinea,PG,PNG,598,Egg and/or flesh foods consumption (6-23months),2017,39.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Papua New Guinea,PG,PNG,598,Egg and/or flesh foods consumption (6-23months),2017,42.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Papua New Guinea,PG,PNG,598,Egg and/or flesh foods consumption (6-23months),2017,40.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Paraguay,PY,PRY,600,Egg and/or flesh foods consumption (6-23months),2016,72.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Paraguay,PY,PRY,600,Egg and/or flesh foods consumption (6-23months),2016,74.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Paraguay,PY,PRY,600,Egg and/or flesh foods consumption (6-23months),2016,73.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2007,80.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2009,81.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2010,86.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2011,85.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2012,84.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2014,88.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2015,89.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2016,90.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2017,90.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2018,91.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2019,92.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2020,90.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2021,89.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2022,90.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2023,92.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2007,82.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2009,83.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2010,84.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2011,84.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2012,87.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2014,87.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2015,89.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2016,88.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2017,90.0,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2018,90.0,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2019,91.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2020,91.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2021,90.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2022,90.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2023,90.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2007,81.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2009,82.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2010,85.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2011,84.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2012,85.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2014,88.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2015,89.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2016,89.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2017,90.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2018,90.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2019,91.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2020,90.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2021,89.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2022,90.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Egg and/or flesh foods consumption (6-23months),2023,91.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Philippines,PH,PHL,608,Egg and/or flesh foods consumption (6-23months),2008,74.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Philippines,PH,PHL,608,Egg and/or flesh foods consumption (6-23months),2022,64.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Philippines,PH,PHL,608,Egg and/or flesh foods consumption (6-23months),2008,75.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Philippines,PH,PHL,608,Egg and/or flesh foods consumption (6-23months),2022,60.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Philippines,PH,PHL,608,Egg and/or flesh foods consumption (6-23months),2008,75.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Philippines,PH,PHL,608,Egg and/or flesh foods consumption (6-23months),2022,62.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Moldova, Republic of",MD,MDA,498,Egg and/or flesh foods consumption (6-23months),2005,74.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Moldova, Republic of",MD,MDA,498,Egg and/or flesh foods consumption (6-23months),2005,76.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Moldova, Republic of",MD,MDA,498,Egg and/or flesh foods consumption (6-23months),2005,75.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Egg and/or flesh foods consumption (6-23months),2010,21.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Egg and/or flesh foods consumption (6-23months),2015,19.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Egg and/or flesh foods consumption (6-23months),2018,17.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Egg and/or flesh foods consumption (6-23months),2020,22.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Egg and/or flesh foods consumption (6-23months),2010,19.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Egg and/or flesh foods consumption (6-23months),2015,20.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Egg and/or flesh foods consumption (6-23months),2018,17.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Egg and/or flesh foods consumption (6-23months),2020,24.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Egg and/or flesh foods consumption (6-23months),2010,20.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Egg and/or flesh foods consumption (6-23months),2015,20.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Egg and/or flesh foods consumption (6-23months),2018,17.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Egg and/or flesh foods consumption (6-23months),2020,23.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Samoa,WS,WSM,882,Egg and/or flesh foods consumption (6-23months),2019,51.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Samoa,WS,WSM,882,Egg and/or flesh foods consumption (6-23months),2019,55.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Samoa,WS,WSM,882,Egg and/or flesh foods consumption (6-23months),2019,53.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Egg and/or flesh foods consumption (6-23months),2008,77.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Egg and/or flesh foods consumption (6-23months),2014,74.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Egg and/or flesh foods consumption (6-23months),2019,61.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Egg and/or flesh foods consumption (6-23months),2008,80.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Egg and/or flesh foods consumption (6-23months),2014,73.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Egg and/or flesh foods consumption (6-23months),2019,72.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Egg and/or flesh foods consumption (6-23months),2008,79.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Egg and/or flesh foods consumption (6-23months),2014,73.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sao Tome and Principe,ST,STP,678,Egg and/or flesh foods consumption (6-23months),2019,66.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Egg and/or flesh foods consumption (6-23months),2011,48.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Egg and/or flesh foods consumption (6-23months),2013,48.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Egg and/or flesh foods consumption (6-23months),2014,50.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Egg and/or flesh foods consumption (6-23months),2015,46.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Egg and/or flesh foods consumption (6-23months),2016,39.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Egg and/or flesh foods consumption (6-23months),2017,41.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Egg and/or flesh foods consumption (6-23months),2018,46.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Egg and/or flesh foods consumption (6-23months),2019,47.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Egg and/or flesh foods consumption (6-23months),2023,45.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Egg and/or flesh foods consumption (6-23months),2011,47.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Egg and/or flesh foods consumption (6-23months),2013,42.0,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Egg and/or flesh foods consumption (6-23months),2014,46.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Egg and/or flesh foods consumption (6-23months),2015,45.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Egg and/or flesh foods consumption (6-23months),2016,39.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Egg and/or flesh foods consumption (6-23months),2017,43.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Egg and/or flesh foods consumption (6-23months),2018,45.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Egg and/or flesh foods consumption (6-23months),2019,44.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Egg and/or flesh foods consumption (6-23months),2023,44.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Egg and/or flesh foods consumption (6-23months),2011,47.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Egg and/or flesh foods consumption (6-23months),2013,45.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Egg and/or flesh foods consumption (6-23months),2014,48.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Egg and/or flesh foods consumption (6-23months),2015,45.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Egg and/or flesh foods consumption (6-23months),2016,39.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Egg and/or flesh foods consumption (6-23months),2017,42.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Egg and/or flesh foods consumption (6-23months),2018,45.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Egg and/or flesh foods consumption (6-23months),2019,45.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Senegal,SN,SEN,686,Egg and/or flesh foods consumption (6-23months),2023,44.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Serbia,RS,SRB,688,Egg and/or flesh foods consumption (6-23months),2014,85.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Serbia,RS,SRB,688,Egg and/or flesh foods consumption (6-23months),2019,90.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Serbia,RS,SRB,688,Egg and/or flesh foods consumption (6-23months),2014,90.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Serbia,RS,SRB,688,Egg and/or flesh foods consumption (6-23months),2019,92.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Serbia,RS,SRB,688,Egg and/or flesh foods consumption (6-23months),2014,88.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Serbia,RS,SRB,688,Egg and/or flesh foods consumption (6-23months),2019,91.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Egg and/or flesh foods consumption (6-23months),2008,51.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Egg and/or flesh foods consumption (6-23months),2013,32.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Egg and/or flesh foods consumption (6-23months),2017,47.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Egg and/or flesh foods consumption (6-23months),2019,54.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Egg and/or flesh foods consumption (6-23months),2021,45.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Egg and/or flesh foods consumption (6-23months),2008,50.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Egg and/or flesh foods consumption (6-23months),2013,31.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Egg and/or flesh foods consumption (6-23months),2017,44.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Egg and/or flesh foods consumption (6-23months),2019,52.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Egg and/or flesh foods consumption (6-23months),2021,41.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Egg and/or flesh foods consumption (6-23months),2008,51.0,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Egg and/or flesh foods consumption (6-23months),2013,31.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Egg and/or flesh foods consumption (6-23months),2017,46.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Egg and/or flesh foods consumption (6-23months),2019,53.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sierra Leone,SL,SLE,694,Egg and/or flesh foods consumption (6-23months),2021,43.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Somalia,SO,SOM,706,Egg and/or flesh foods consumption (6-23months),2018,22.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Somalia,SO,SOM,706,Egg and/or flesh foods consumption (6-23months),2018,22.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Somalia,SO,SOM,706,Egg and/or flesh foods consumption (6-23months),2018,22.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
South Africa,ZA,ZAF,710,Egg and/or flesh foods consumption (6-23months),2016,63.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
South Africa,ZA,ZAF,710,Egg and/or flesh foods consumption (6-23months),2016,59.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
South Africa,ZA,ZAF,710,Egg and/or flesh foods consumption (6-23months),2016,61.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sri Lanka,LK,LKA,144,Egg and/or flesh foods consumption (6-23months),2016,77.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sri Lanka,LK,LKA,144,Egg and/or flesh foods consumption (6-23months),2016,77.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sri Lanka,LK,LKA,144,Egg and/or flesh foods consumption (6-23months),2016,77.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Palestinian Territory, Occupied",PS,PSE,275,Egg and/or flesh foods consumption (6-23months),2014,66.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Palestinian Territory, Occupied",PS,PSE,275,Egg and/or flesh foods consumption (6-23months),2020,64.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Palestinian Territory, Occupied",PS,PSE,275,Egg and/or flesh foods consumption (6-23months),2014,65.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Palestinian Territory, Occupied",PS,PSE,275,Egg and/or flesh foods consumption (6-23months),2020,66.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Palestinian Territory, Occupied",PS,PSE,275,Egg and/or flesh foods consumption (6-23months),2014,66.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
